ID,AREA,TOWN,X,Y
1961,2.19,Newbury,256617.30980,947822.42467
1962,1.06,Newburyport,254436.39383,950773.04179
1963,0.23,Newburyport,251984.64952,950972.26623
1964,0.07,Newburyport,251565.87213,951297.92690
1965,0.11,Newburyport,251237.20677,951335.89564
1967,0.40,Newburyport,250586.88887,951523.70050
1981,3.84,Salisbury,250408.22539,954681.31178
1868,5.70,Hingham,252898.64013,884723.08308
1863,1.58,Hingham,250229.76680,883178.94663
1864,1.73,Hingham,249132.89567,881560.44004
1834,0.77,Weymouth,247046.26531,882505.76761
1832,0.68,Weymouth,247327.97856,883603.09042
135,0.06,Boston,237473.89600,900390.76434
136,0.06,Boston,237340.22285,900155.99589
137,0.02,Boston,237195.13408,900041.75883
144,0.03,Boston,236957.15017,899867.65704
146,0.06,Boston,236648.51330,899474.46536
130,0.21,Boston,236093.95631,898558.12198
20,0.07,Boston,236310.85147,899693.91426
19,0.04,Boston,236644.75107,900042.00698
15,0.01,Boston,236767.69347,900329.65080
138,0.04,Boston,237938.43678,900143.85788
139,0.08,Boston,237767.14249,899822.15970
140,0.11,Boston,238278.79331,899681.71035
157,0.19,Boston,237845.89496,898971.58982
148,0.12,Boston,237334.66150,899513.31042
142,0.07,Boston,238690.08524,899389.45571
145,0.05,Boston,237009.46664,899564.81304
143,0.01,Boston,237136.47415,899980.38800
141,0.11,Boston,238824.46498,899731.71516
147,0.09,Boston,236463.60445,899042.20109
151,0.08,Boston,237047.76387,899015.49543
150,0.04,Boston,237518.48034,899256.81784
154,0.15,Boston,236531.10171,898163.43441
167,0.26,Boston,236995.99733,897451.04538
149,0.01,Boston,237758.89917,899537.00745
165,0.13,Boston,237857.83794,897895.84188
162,0.10,Boston,238531.77902,898009.04916
160,0.22,Boston,239464.78991,898446.44681
14,0.01,Boston,236902.42326,900476.22407
163,0.08,Boston,237914.54367,898486.08394
156,0.09,Boston,237265.39033,898545.58894
164,0.08,Boston,237930.28931,898209.36788
161,0.09,Boston,238551.88112,898492.65600
158,0.13,Boston,238717.60604,898887.87604
159,0.15,Boston,239647.46285,898972.14966
168,0.09,Boston,238248.31645,901659.75763
183,0.13,Boston,238832.15930,902049.67317
182,0.43,Boston,239264.93361,902844.75285
185,1.88,Boston,240495.89671,901378.26937
184,0.23,Boston,239337.31437,901015.77259
186,0.20,Boston,239905.89193,903664.46748
191,0.46,Boston,241433.01101,904194.82857
478,0.27,Revere,242231.92839,904995.88578
479,0.18,Revere,242123.24438,905838.58627
484,0.13,Revere,242000.41206,907080.30652
496,0.39,Revere,241419.40182,907779.97110
495,0.59,Revere,242144.80121,908524.97002
172,0.06,Boston,237717.16469,902225.00503
171,0.03,Boston,237986.24251,902307.73337
173,0.09,Boston,237841.67229,902809.45054
174,0.03,Boston,238172.52783,902538.39918
181,0.05,Boston,238366.91821,902257.02299
170,0.04,Boston,238117.52009,902011.22130
180,0.10,Boston,238453.04871,902873.86884
169,0.07,Boston,238472.50509,901811.87957
179,0.06,Boston,238902.51552,903365.29132
176,0.11,Boston,239028.15433,903734.95546
187,0.26,Boston,239940.23489,904317.08264
175,0.13,Boston,238075.22978,903568.81458
356,0.09,Boston,237784.89004,896642.04367
355,0.07,Boston,237325.56056,896885.70919
357,0.17,Boston,238129.56921,896067.60025
358,0.14,Boston,237475.10263,896356.96234
387,0.27,Boston,237640.47856,893564.97273
378,0.21,Boston,237083.44140,894636.74154
360,0.21,Boston,237229.57955,895565.45064
359,0.07,Boston,237080.56289,896325.51320
394,0.44,Boston,237023.66121,892254.31122
456,0.07,Chelsea,237923.75416,904148.33758
455,0.09,Chelsea,238975.19158,904189.85632
467,0.22,Chelsea,239355.56035,904848.97704
468,0.11,Chelsea,239853.51305,905677.45971
488,0.23,Revere,240293.59732,906264.91528
481,0.31,Revere,240791.05882,905548.01060
463,0.06,Chelsea,238190.66210,904781.08523
471,0.07,Chelsea,238497.34502,905252.01428
461,0.06,Chelsea,238734.14105,904802.49959
458,0.03,Chelsea,238089.67947,904374.84182
470,0.05,Chelsea,239079.95517,905207.71949
457,0.06,Chelsea,238517.36305,904297.05011
469,0.07,Chelsea,239412.42953,905656.48777
460,0.06,Chelsea,238718.48879,904520.87976
490,0.30,Revere,239348.33188,906535.94859
489,0.14,Revere,239943.69599,906970.34413
492,0.16,Revere,239975.42360,907536.65847
487,0.18,Revere,240588.61291,906973.41595
498,0.25,Revere,239917.35150,908352.14051
497,0.26,Revere,240818.47520,907989.83632
464,0.10,Chelsea,237915.41401,904857.71923
466,0.07,Chelsea,237647.12189,905146.97018
473,0.11,Chelsea,237823.50523,905480.18037
504,0.17,Everett,237056.96821,905705.75514
477,0.18,Chelsea,238322.64679,906474.42945
472,0.07,Chelsea,238215.80459,905571.74335
505,0.12,Everett,236910.96006,906025.26397
516,0.25,Everett,238126.45281,907264.42153
491,0.30,Revere,239083.61620,907260.69006
475,0.19,Chelsea,238955.22284,905909.28021
474,0.10,Chelsea,238765.48031,905512.87782
519,0.30,Everett,237971.33296,907887.79970
476,0.12,Chelsea,238621.54444,906262.30860
506,0.15,Everett,237601.02074,906199.59195
512,0.12,Everett,237811.58569,906642.00387
513,0.10,Everett,237182.54941,906836.96875
507,0.11,Everett,236972.27024,906391.07565
509,0.12,Everett,236421.28803,906395.05598
514,0.08,Everett,237068.61131,907275.65079
517,0.08,Everett,237524.96668,907286.89769
511,0.12,Everett,236357.58095,906983.00440
518,0.12,Everett,237111.22510,907897.29290
510,0.07,Everett,236087.90253,906802.82119
521,0.25,Malden,237461.43674,908607.75322
533,0.37,Malden,237726.74145,909948.40902
393,0.17,Boston,237068.17000,892889.15811
392,0.19,Boston,236278.79158,892731.14928
395,0.33,Boston,236085.50397,891629.57975
391,0.11,Boston,235637.75280,892514.56128
400,0.26,Boston,235090.57638,891837.94137
401,0.14,Boston,235159.11251,891388.43638
1076,0.21,Milton,235398.84355,890623.11979
1075,0.60,Milton,234458.70210,890571.97292
402,0.21,Boston,234254.14643,891366.81200
403,0.17,Boston,234047.54155,891842.21763
389,0.20,Boston,234676.59020,892526.80156
390,0.11,Boston,235202.19149,892393.12782
381,0.11,Boston,235582.00159,893031.90706
1079,0.50,Milton,237121.73877,889443.95152
1080,0.60,Milton,237714.72797,890746.28324
1081,1.09,Quincy,237638.47200,888350.75551
1082,4.39,Quincy,236720.10133,885742.47781
1097,0.25,Quincy,238397.11528,890814.65628
1094,0.21,Quincy,238901.39778,890466.45474
1092,0.31,Quincy,238810.92561,889548.28679
1098,0.16,Quincy,238190.44474,891325.06539
1099,0.28,Quincy,238244.95726,892003.66114
415,0.22,Boston,231385.18103,890144.08876
414,0.22,Boston,231897.09786,890432.99000
407,0.10,Boston,233554.96158,891068.68284
1609,1.42,Westwood,221969.57661,883094.98827
411,0.29,Boston,231710.92812,891265.65492
410,0.23,Boston,232411.97232,890861.32227
406,0.31,Boston,233021.99798,891924.54169
408,0.22,Boston,232731.98524,891397.47225
404,0.16,Boston,233772.46089,892174.61622
1613,1.21,Westwood,227593.95625,884855.56339
1612,0.44,Westwood,226376.31207,885405.16523
1614,0.49,Westwood,228595.04531,883819.70290
1615,0.26,Norwood,225667.13404,884314.06674
1630,0.48,Norwood,224701.50560,884234.97457
1616,1.00,Norwood,227101.25296,883495.78690
1675,2.98,Canton,229333.44645,881918.05681
1676,1.37,Canton,230931.09540,882423.26965
1686,2.34,Canton,232763.43949,882015.68538
1617,1.08,Norwood,226967.65333,882425.17858
1619,0.46,Norwood,225512.86646,882873.31467
1623,1.27,Norwood,226637.93292,880687.99119
1631,0.24,Norwood,224765.15109,883276.38990
1632,0.50,Norwood,223860.55085,883293.17346
1635,1.11,Norwood,222962.05236,882058.55154
388,0.14,Boston,234171.58953,892786.02490
379,0.16,Boston,234221.22977,893235.62095
1689,2.25,Randolph,234636.89567,882609.11122
1691,0.40,Randolph,236707.34782,883624.07883
1693,0.64,Randolph,237097.48944,882099.02206
1800,0.95,Braintree,238552.09858,882954.19272
1694,0.84,Randolph,236313.01170,880807.93915
1690,0.53,Randolph,235578.88433,880503.08387
1688,2.88,Canton,233835.60656,879303.90595
1687,0.34,Canton,232245.52252,880117.96451
1696,1.28,Randolph,238736.08828,881482.08172
1803,0.73,Braintree,240432.82290,882627.13788
1797,0.46,Braintree,240566.34154,884602.71142
1798,0.11,Braintree,241362.19170,884910.56761
1808,0.29,Braintree,241310.54763,883688.27843
1806,0.72,Braintree,241513.80059,882326.48409
1794,0.29,Braintree,239425.79419,885538.42601
1795,0.81,Braintree,240352.39543,885773.48224
1811,0.52,Braintree,242000.06675,885399.04349
1810,0.92,Braintree,242710.60604,884585.92622
1807,1.03,Braintree,242606.37192,883100.17981
1796,0.65,Braintree,238582.96003,884793.98395
1792,0.39,Braintree,238530.80044,885894.68559
1083,0.36,Quincy,239839.58106,886984.65165
1812,0.63,Braintree,241495.83066,886466.67450
1119,0.17,Quincy,240970.73053,887342.70732
1124,0.28,Quincy,242209.97492,887672.69960
1814,0.54,Braintree,243020.69062,887079.50079
1088,0.40,Quincy,239906.41727,888474.86460
1118,0.04,Quincy,241062.83304,888561.14703
1120,0.33,Quincy,241422.64771,887736.41655
1127,0.26,Quincy,242618.46494,888420.44946
1125,0.13,Quincy,242724.19248,887929.91303
1126,0.23,Quincy,243462.38768,888103.25770
1087,0.27,Quincy,239017.58082,888614.60844
1091,0.34,Quincy,239872.31230,889317.95489
1115,0.02,Quincy,240932.06876,888995.99604
1116,0.07,Quincy,241221.39669,888996.63545
1121,0.23,Quincy,241736.25499,888623.12853
1122,0.12,Quincy,242147.25474,889014.81591
1128,0.16,Quincy,243131.21731,888855.72184
1093,0.28,Quincy,239592.22005,890099.68907
1090,0.17,Quincy,240539.92698,888972.20462
1114,0.09,Quincy,241103.53880,889378.97813
1117,0.12,Quincy,241733.01754,889336.17846
1123,0.07,Quincy,242665.72018,889230.02991
1697,0.47,Randolph,237451.75849,880150.43489
1698,0.41,Randolph,238517.05495,880077.70227
1699,0.21,Randolph,236406.83843,879162.83461
1704,0.58,Stoughton,236047.16810,878145.59106
1705,1.64,Stoughton,235032.41992,877400.31195
1706,0.95,Stoughton,233380.10493,876850.04003
1684,0.75,Canton,231970.46194,878464.74965
1679,0.68,Canton,231172.95425,880467.99789
1701,0.63,Randolph,237361.91283,878633.35644
1702,0.71,Randolph,238714.30186,879170.64181
1700,0.15,Randolph,237248.82520,879361.51771
1804,1.12,Braintree,240561.13314,880792.90037
1730,1.16,Holbrook,240243.79469,879096.54583
1805,1.62,Braintree,242411.09783,880940.92566
1703,0.93,Randolph,238044.41244,877471.75939
1723,1.58,Avon,236884.98852,876372.69878
1721,0.25,Avon,235856.06135,875695.86118
1719,1.57,Stoughton,234745.60934,875067.12260
1707,0.25,Stoughton,233231.94752,875654.28941
1709,0.37,Stoughton,232360.53053,875656.99668
1710,0.57,Stoughton,231850.89955,876464.39002
1685,0.85,Canton,231082.78110,877434.35427
1683,1.25,Canton,230707.12031,878925.11320
1678,0.80,Canton,229449.40279,879425.44214
1724,0.35,Avon,237547.94103,875107.22007
1726,0.45,Avon,238389.36955,875619.85560
1725,0.89,Avon,237689.81361,874194.76161
1728,1.66,Holbrook,239514.69069,876145.29346
1727,0.31,Avon,238930.39502,874751.57567
1722,0.70,Avon,236503.31697,873873.57880
1729,1.91,Holbrook,240580.17651,876993.38602
1720,0.46,Stoughton,235864.77232,873340.45393
1731,2.62,Holbrook,242184.61357,878075.59113
1718,0.96,Stoughton,234767.40159,873213.73118
1736,0.60,Brockton,235559.43816,871552.75459
1717,1.48,Stoughton,233752.06966,872629.42979
1708,0.32,Stoughton,233313.91357,874766.42613
1753,0.98,Brockton,235618.43104,870075.94113
2525,1.88,Easton,234151.95233,869983.62375
2524,1.67,Easton,232228.20287,869471.03929
1754,0.44,Brockton,235777.69239,868354.02498
2526,1.27,Easton,234471.43907,867675.79143
1755,0.36,Brockton,236029.31131,867263.38049
2527,0.46,Easton,235197.99713,866510.14548
2528,2.28,Easton,234683.50651,864938.83711
1758,0.28,Brockton,237050.18501,867240.15504
2530,1.47,West Bridgewater,236533.86186,865430.94231
2529,3.10,Easton,235527.68488,861732.82464
2556,3.27,Raynham,235885.08001,858142.63738
1732,0.30,Brockton,238758.80242,873604.25191
1769,0.62,Brockton,240063.13361,873880.00562
1771,0.50,Brockton,240242.03025,872831.38396
1770,0.59,Brockton,240958.59237,874145.39306
1772,1.26,Brockton,242048.05872,872836.82568
1873,2.61,Abington,243006.68744,875316.64413
1734,0.51,Brockton,237593.19657,872842.26760
1733,0.29,Brockton,238852.56216,872954.83806
1735,0.08,Brockton,236270.03023,872468.36703
1737,0.14,Brockton,236269.77867,872043.19587
1739,0.27,Brockton,237072.87456,871628.83670
1752,0.96,Brockton,236933.51581,870047.45653
1740,0.17,Brockton,236786.76104,871162.51155
1756,0.41,Brockton,236877.19499,868837.36937
1759,0.43,Brockton,237899.18339,868855.15166
1757,0.38,Brockton,236973.07300,867957.20886
1761,0.27,Brockton,239034.25883,869452.80133
1760,0.90,Brockton,238439.37023,867970.48973
2532,3.72,West Bridgewater,238375.94381,865066.16746
2531,2.80,West Bridgewater,237403.39011,861504.40024
1762,0.27,Brockton,239353.35805,868700.21438
1766,0.69,Brockton,239690.05491,867003.67306
2533,1.16,West Bridgewater,240113.99825,864486.05981
2535,1.66,West Bridgewater,239130.27253,861946.64537
1741,0.31,Brockton,237864.06020,871644.63691
1742,0.38,Brockton,238618.70553,871783.00535
1747,0.15,Brockton,238926.79549,871057.44256
1750,0.31,Brockton,238001.75504,870588.20764
1743,0.35,Brockton,239348.91919,872362.39091
1744,0.20,Brockton,239600.40796,871637.74645
1745,0.16,Brockton,239651.75780,871020.34991
1748,0.25,Brockton,238875.34170,870554.12078
1751,0.15,Brockton,238107.22042,869833.87811
1773,0.32,Brockton,240341.52775,871659.19324
1749,0.16,Brockton,239015.56129,870019.16149
1746,0.11,Brockton,239721.02078,870431.59355
1763,0.15,Brockton,239786.05822,869769.96414
1775,0.17,Brockton,240234.99814,870450.52462
1764,0.19,Brockton,239915.46410,868814.89333
1765,0.17,Brockton,240147.59973,867902.76467
1767,0.30,Brockton,240408.15296,866835.56106
1782,0.91,Brockton,241240.42864,868890.47106
1768,0.33,Brockton,240978.94019,866753.82682
2534,2.23,West Bridgewater,241697.47886,864759.62913
2536,2.61,West Bridgewater,241308.41569,862128.09358
1780,0.42,Brockton,242352.26979,869495.26661
1783,1.11,Brockton,241769.18322,867525.28041
2544,1.55,East Bridgewater,243965.79741,863134.49279
2561,1.59,Bridgewater,241655.31867,860126.06949
1778,0.27,Brockton,242054.35913,870659.74859
1779,0.82,Brockton,242950.40710,870407.23623
2537,2.84,East Bridgewater,243355.88220,866800.66635
2543,0.78,East Bridgewater,244770.55044,863896.50968
2560,1.63,Bridgewater,241948.43606,857687.16945
1776,0.39,Brockton,241063.59199,870895.59926
1774,0.80,Brockton,242054.86221,871747.41787
2538,2.36,East Bridgewater,245181.89612,866830.92187
2539,1.92,East Bridgewater,246200.00075,865199.41886
2540,2.81,East Bridgewater,248042.39731,866897.31852
2541,1.96,East Bridgewater,248273.24904,864283.71043
1877,1.69,Abington,243873.60071,873682.63799
1789,0.96,Whitman,247679.90730,869352.16211
2647,2.52,Hanson,250568.51594,868350.80574
2648,3.71,Hanson,250853.59759,865781.75392
1108,0.08,Quincy,239530.72956,891059.60797
1111,0.21,Quincy,240296.61710,890342.58090
1112,0.04,Quincy,240597.67116,889585.12588
1113,0.14,Quincy,240864.28477,889811.80799
1129,0.30,Quincy,241863.72989,889841.20199
1096,0.08,Quincy,238942.60754,891324.71342
1106,0.15,Quincy,239318.75575,891640.77535
1109,0.37,Quincy,240367.95064,890896.36843
1130,0.47,Quincy,242112.41103,890410.53493
1107,0.22,Quincy,239995.11963,891858.98281
1110,0.43,Quincy,240980.34524,891387.97243
1799,0.63,Braintree,238664.43678,883931.68906
1801,0.30,Braintree,239746.64851,883967.43690
1802,0.40,Braintree,239883.26226,883165.49860
1829,0.53,Weymouth,244384.61150,883645.32061
1835,0.83,Weymouth,244545.72283,882505.82882
1830,0.13,Weymouth,245185.09901,883716.92914
1833,0.45,Weymouth,245682.86391,883087.12171
1837,0.72,Weymouth,246170.89102,881356.21470
1836,0.64,Weymouth,244667.01256,881611.26684
1831,0.34,Weymouth,245919.91713,883960.78802
1821,0.25,Weymouth,244408.30330,885704.27253
1824,0.36,Weymouth,244132.13191,884720.12353
1816,0.35,Weymouth,245224.09987,888528.37216
1656,5.12,Sharon,225322.38618,876406.04442
1677,1.92,Canton,227811.27620,879314.68587
1627,0.43,Norwood,225571.44351,880003.50488
1622,0.08,Norwood,225849.86891,881324.93702
1621,0.15,Norwood,225401.31649,881141.68301
1659,1.85,Sharon,227764.66514,875653.65686
1681,0.54,Canton,228486.44129,877546.30940
1682,0.71,Canton,229377.49876,877274.12342
1712,0.36,Stoughton,229944.58721,876408.25715
1713,0.74,Stoughton,229781.92982,875345.54403
1680,0.13,Canton,228902.45982,878612.88693
1711,0.78,Stoughton,231042.52767,875609.33434
2507,0.18,Attleboro,217404.59773,855314.05390
2437,0.15,Mansfield,223353.81334,865513.23942
2438,0.69,Mansfield,224447.24949,865695.22446
1647,0.79,Walpole,221938.33834,879732.00705
1648,1.12,Walpole,222591.84553,878714.07705
1649,1.09,Walpole,223522.59339,878184.95020
1650,0.65,Walpole,224236.42987,877602.93852
1624,0.52,Norwood,223940.71939,880458.73895
1637,0.45,Norwood,222847.80682,880746.23542
1636,0.32,Norwood,223877.00841,881332.85361
1634,0.12,Norwood,224691.10853,882113.42655
1620,0.51,Norwood,225204.89020,881731.18601
1625,0.33,Norwood,224467.28585,880014.79029
1633,0.21,Norwood,224358.17888,882333.58234
1626,0.16,Norwood,224987.54152,880135.95362
1628,0.12,Norwood,224608.08864,879233.40361
1629,0.56,Norwood,225321.41400,878720.82878
1618,0.11,Norwood,225739.60499,883433.93687
1738,0.21,Brockton,237219.21030,872246.72089
1692,0.55,Randolph,236408.63103,882882.60767
1695,0.39,Randolph,237243.05678,881090.25632
66,0.01,Boston,236676.48806,900469.75679
65,0.01,Boston,236382.37401,900363.41902
77,0.02,Boston,236241.58628,900208.90990
17,0.01,Boston,236455.26876,900196.91439
18,0.01,Boston,236402.63397,900072.16334
16,0.00,Boston,236545.85156,900298.52715
82,0.02,Boston,236159.90057,899956.87514
83,0.03,Boston,235934.57544,899784.43273
115,0.04,Boston,235974.72530,899493.70453
13,0.03,Boston,237040.80901,900905.92145
121,0.05,Boston,235826.24297,899059.73636
129,0.06,Boston,235557.09025,898476.22763
12,0.03,Boston,237031.11146,901336.50861
126,0.02,Boston,235342.08015,898548.30616
124,0.05,Boston,235501.07868,898805.77206
120,0.05,Boston,235581.49160,899166.67658
114,0.05,Boston,235676.82625,899596.21053
113,0.02,Boston,235436.28453,899699.82798
78,0.03,Boston,235585.58912,899969.36839
79,0.01,Boston,235764.02745,900038.65225
80,0.01,Boston,235887.38958,900017.29772
81,0.02,Boston,236017.23787,899985.70254
128,0.03,Boston,235133.56547,898329.64539
127,0.02,Boston,235018.97089,898529.29011
125,0.02,Boston,235192.49161,898707.12804
123,0.05,Boston,235088.71147,898993.51835
119,0.04,Boston,235384.62796,899295.83907
118,0.02,Boston,235234.36629,899394.55892
112,0.04,Boston,235204.14084,899601.11446
102,0.02,Boston,235170.15575,899927.95267
100,0.01,Boston,235324.77806,900066.73205
101,0.02,Boston,235377.06205,899915.30711
72,0.01,Boston,235498.59615,900205.53110
67,0.01,Boston,236830.34195,900607.94057
7,0.04,Boston,236971.31712,901916.41045
5,0.04,Boston,236574.11525,901984.07315
152,0.08,Boston,236805.20516,898729.13388
153,0.06,Boston,236798.95234,898329.20960
166,0.04,Boston,237376.63278,898234.49671
155,0.06,Boston,237073.38398,897962.86555
990,0.46,Waltham,224000.61727,903286.84308
912,0.08,Belmont,225547.74816,903951.54968
921,0.07,Belmont,225480.93194,904335.84472
915,0.21,Belmont,226254.06819,904514.90288
913,0.20,Belmont,226078.63719,903552.72173
914,0.22,Belmont,226489.23906,904007.83262
911,0.32,Belmont,227254.25552,903557.37505
910,0.27,Belmont,227117.53090,904574.95326
929,0.34,Watertown,227546.59690,902626.92538
908,0.25,Belmont,227999.55416,903412.96581
922,0.46,Watertown,228915.68103,902325.41995
909,0.30,Belmont,227810.68002,904588.37149
715,0.30,Cambridge,228563.03493,903452.96089
714,0.05,Cambridge,229047.06685,902949.81244
713,0.25,Cambridge,229301.71883,903442.13462
916,0.33,Belmont,227825.85011,905411.89135
726,0.25,Cambridge,228506.40661,904506.59933
725,0.20,Cambridge,229047.31332,904389.61829
723,0.04,Cambridge,229595.09471,904460.29666
706,0.16,Cambridge,229965.21482,904127.04500
928,0.21,Watertown,227914.91426,901970.14712
727,0.17,Cambridge,229150.68129,905040.21608
724,0.03,Cambridge,229401.56599,904535.13952
722,0.05,Cambridge,229869.77061,904743.52663
705,0.09,Cambridge,230334.48302,904284.04399
702,0.08,Cambridge,230670.59251,903882.11373
923,0.23,Watertown,228604.39203,901598.39608
712,0.26,Cambridge,229812.40286,902219.18890
918,0.57,Belmont,226437.11976,905746.59690
917,0.28,Belmont,227299.14540,905814.88093
893,0.57,Arlington,227991.84473,906696.98961
889,0.30,Arlington,228730.84203,906008.13863
890,0.19,Arlington,229404.27608,905873.38073
719,0.15,Cambridge,230056.81272,905529.09804
720,0.14,Cambridge,230018.59787,905087.08792
721,0.09,Cambridge,230511.20910,904636.81824
704,0.06,Cambridge,230864.63933,904270.75901
703,0.11,Cambridge,231247.67094,904013.46958
239,0.17,Boston,229824.96034,901633.12667
238,0.23,Boston,230570.01140,902099.95941
242,0.10,Boston,230124.83781,901142.98334
241,0.07,Boston,229800.15351,901166.90623
711,0.03,Cambridge,230156.51015,902687.73419
710,0.14,Cambridge,230356.42479,902865.41036
685,0.04,Cambridge,231032.55195,902358.78842
243,0.13,Boston,230552.09936,901043.63476
247,0.06,Boston,230001.49004,900637.05716
709,0.14,Cambridge,229975.26252,903247.16657
708,0.10,Cambridge,230666.76310,903211.69702
687,0.02,Cambridge,231034.36004,902715.49438
688,0.01,Cambridge,231229.95677,902516.88816
245,0.15,Boston,231092.66985,901346.04247
246,0.23,Boston,231283.86349,900724.55997
707,0.13,Cambridge,229828.82481,903701.32959
701,0.04,Cambridge,230659.73404,903513.24536
694,0.07,Cambridge,231150.30345,903224.10096
693,0.02,Cambridge,231176.22057,902824.82333
692,0.01,Cambridge,231289.67420,902664.43755
669,0.06,Cambridge,231705.47722,901307.92675
668,0.13,Cambridge,231856.13024,900694.93045
253,0.07,Boston,232380.06251,900157.92207
700,0.03,Cambridge,230936.31186,903541.27175
699,0.03,Cambridge,231189.55899,903690.61372
691,0.05,Cambridge,231554.27044,902729.64830
683,0.06,Cambridge,231663.94050,901893.44975
670,0.06,Cambridge,232017.51798,901479.23347
667,0.07,Cambridge,232141.50097,901042.68795
660,0.07,Cambridge,232367.94599,900697.15180
645,0.05,Cambridge,232452.43388,900423.39426
894,0.11,Arlington,228973.91276,906789.62317
891,0.21,Arlington,229677.46013,906304.74888
622,0.07,Somerville,230329.74523,906011.76843
618,0.08,Somerville,230697.35188,905548.69342
718,0.10,Cambridge,230640.50263,904996.36471
717,0.08,Cambridge,231135.44246,904537.76676
716,0.01,Cambridge,231414.03643,904378.22648
586,0.08,Somerville,232094.64798,903620.32437
698,0.08,Cambridge,231637.09160,903629.24401
696,0.06,Cambridge,231476.43929,903096.88476
679,0.03,Cambridge,232015.14090,902717.34433
684,0.05,Cambridge,231303.59326,902274.71976
682,0.03,Cambridge,231655.61967,902225.23103
672,0.04,Cambridge,232144.85704,901888.86669
666,0.08,Cambridge,232388.76197,901354.73312
659,0.05,Cambridge,232712.86744,901006.24643
644,0.22,Cambridge,233141.43461,900684.00882
222,0.17,Boston,228275.53854,901008.41413
240,0.09,Boston,229390.06477,901121.03173
223,0.14,Boston,229281.69889,900734.90446
665,0.03,Cambridge,232619.82991,901591.13880
656,0.03,Cambridge,232801.69499,901373.37926
657,0.02,Cambridge,232946.30372,901289.92820
658,0.04,Cambridge,233077.06871,901147.07249
643,0.16,Cambridge,233763.62378,900993.21583
207,0.20,Boston,227389.04256,900499.97403
1013,0.25,Newton,226500.62736,900540.78962
999,0.16,Newton,226373.60983,900931.81556
925,0.21,Watertown,226833.61164,901324.19455
927,0.24,Watertown,227003.64663,901891.59690
930,0.44,Watertown,226517.13707,902663.16439
931,0.14,Watertown,225896.71668,902940.43473
936,0.20,Watertown,225361.82198,902983.32259
938,0.33,Watertown,224535.33138,902425.60293
937,0.25,Watertown,224920.26721,903288.86520
208,0.19,Boston,227307.24503,899891.12692
1014,0.27,Newton,226282.45658,899915.20568
1021,0.32,Newton,225375.38455,900137.13724
1000,0.13,Newton,225365.38092,900848.19406
935,0.19,Watertown,225648.56838,901356.12759
926,0.08,Watertown,226212.42322,901497.74887
932,0.12,Watertown,225904.30130,902185.23457
933,0.08,Watertown,225412.87018,902214.83301
939,0.28,Watertown,224131.53947,901921.14567
224,0.07,Boston,228724.63193,900662.88222
227,0.09,Boston,229441.68015,900183.15045
230,0.07,Boston,229820.69946,900182.18609
231,0.04,Boston,229641.27347,899597.82848
232,0.07,Boston,229824.02016,899497.28644
739,0.12,Brookline,229606.01910,898847.42388
733,0.18,Brookline,230310.11745,899171.90687
738,0.08,Brookline,230658.76692,898810.89411
741,0.17,Brookline,230245.77187,898495.95192
740,0.09,Brookline,229618.88525,898422.56425
732,0.11,Brookline,230532.66568,899622.59321
734,0.06,Brookline,231111.64039,899203.37438
737,0.11,Brookline,231208.61908,898775.30545
742,0.14,Brookline,230838.46057,898156.46419
233,0.04,Boston,230252.17708,899836.08019
237,0.02,Boston,230701.48764,900071.72708
731,0.13,Brookline,230973.67839,899756.78260
730,0.14,Brookline,231389.28416,899731.98421
735,0.15,Brookline,231964.45430,899223.86693
744,0.07,Brookline,231566.53113,898344.04496
745,0.09,Brookline,231474.21284,898133.96202
234,0.02,Boston,230140.57712,899946.93721
236,0.04,Boston,230576.07652,900192.50358
250,0.04,Boston,231064.46142,900388.59443
252,0.03,Boston,231334.28443,900330.88993
251,0.04,Boston,231646.98457,900219.71588
729,0.19,Brookline,231948.40899,899730.20453
261,0.03,Boston,232646.78301,899611.67573
262,0.05,Boston,232800.45549,899523.75878
736,0.09,Brookline,231746.29413,898745.05695
284,0.02,Boston,232185.42747,898650.75097
293,0.06,Boston,232204.56933,898277.50719
248,0.04,Boston,230249.99412,900469.97159
249,0.06,Boston,230671.49992,900465.39123
260,0.03,Boston,232561.69639,899761.50576
259,0.04,Boston,233499.58095,899848.24722
279,0.06,Boston,232418.71418,899088.84980
285,0.01,Boston,232327.12758,898643.01470
287,0.02,Boston,232471.01435,898424.36441
294,0.12,Boston,232663.60813,897880.99857
258,0.04,Boston,232761.54256,899908.17253
256,0.08,Boston,233323.86889,900162.95384
257,0.06,Boston,233660.62444,900178.45818
280,0.07,Boston,232661.65773,898896.38562
286,0.04,Boston,232631.17533,898510.11481
292,0.04,Boston,232769.62782,898233.84718
291,0.10,Boston,233101.80179,898109.28483
324,0.07,Boston,233400.16437,897695.48009
211,0.19,Boston,228469.17336,898312.59863
750,0.45,Brookline,228746.72493,897702.17308
749,0.28,Brookline,229811.89316,897955.24977
751,0.95,Brookline,230094.08902,896682.96021
302,0.24,Boston,231470.86127,896618.24371
306,0.70,Boston,230616.79713,895472.56664
300,0.07,Boston,231683.50083,896989.95116
299,0.09,Boston,232278.89369,897121.23217
305,0.16,Boston,232198.50349,896072.64491
307,0.16,Boston,231479.84646,895823.80577
310,0.39,Boston,231162.62984,894554.22495
297,0.09,Boston,231891.34443,897534.79538
296,0.08,Boston,232383.00871,897652.54413
